promotion_id,product_id,store_id,promotion_type,start_date,end_date,duration_days,discount_percentage,display_flag,bundle_flag,promotion_channel,region,promotion_units,promotion_spend
PR0000974,P00004,S00097,Buy One Get One,2025-09-04,2025-09-20,17,37.38,False,False,Both,North,613,150258.78
PR0000975,P00004,S00097,Buy One Get One,2025-10-26,2025-11-12,18,8.21,True,False,Digital,North,184,36048.28
PR0000976,P00004,S00136,Bundle,2023-04-20,2023-04-28,9,13.71,False,True,Both,South,2645,29662.94
PR0000977,P00004,S00136,Coupon,2023-07-02,2023-07-19,18,29.16,False,False,Both,South,6766,135064.91
PR0000978,P00004,S00136,Loyalty Offer,2023-09-21,2023-10-08,18,21.87,False,False,Digital,South,2886,21558.12
PR0000979,P00004,S00136,Buy One Get One,2024-01-31,2024-02-11,12,23.04,False,False,In-store,South,3115,116727.33
PR0000980,P00004,S00136,Price Discount,2024-02-12,2024-02-27,16,24.49,False,False,Both,South,4235,58585.03
PR0000981,P00004,S00136,Price Discount,2024-03-21,2024-03-30,10,34.94,False,False,In-store,South,6781,115433.64
PR0000982,P00004,S00136,Price Discount,2024-08-16,2024-09-03,19,13.57,False,False,Digital,South,2432,202963.52
PR0000983,P00004,S00136,Price Discount,2025-05-17,2025-05-23,7,29.84,False,False,In-store,South,750,218589.94
PR0000984,P00004,S00136,Price Discount,2025-06-21,2025-07-05,15,34.54,False,False,Digital,South,3163,106020.03
PR0000985,P00004,S00147,Bundle,2023-01-06,2023-01-26,21,18.61,False,True,In-store,West,2098,64255.06
PR0000986,P00004,S00147,Bundle,2023-04-12,2023-04-26,15,10.79,False,True,In-store,West,2440,69374.81
PR0000987,P00004,S00147,Buy One Get One,2023-05-12,2023-05-18,7,13.72,False,False,In-store,West,740,27239.2
PR0000988,P00004,S00147,Coupon,2023-05-31,2023-06-13,14,14.5,False,False,Digital,West,1904,105281.51
PR0000989,P00004,S00147,Price Discount,2023-08-06,2023-08-22,17,16.95,False,False,In-store,West,1529,208617.41
PR0000990,P00004,S00147,Price Discount,2023-09-30,2023-10-12,13,22.42,False,False,In-store,West,913,203484.08
PR0000991,P00004,S00147,Loyalty Offer,2024-03-19,2024-04-01,14,10.05,False,False,Both,West,1782,25299.14
PR0000992,P00004,S00147,Price Discount,2024-05-06,2024-05-14,9,33.17,True,False,Digital,West,936,94003.79
PR0000993,P00004,S00147,Coupon,2024-06-18,2024-07-06,19,13.16,False,False,Digital,West,1320,104579.32
PR0000994,P00004,S00147,Buy One Get One,2024-11-05,2024-11-24,20,34.34,False,False,In-store,West,1520,125536.44
PR0000995,P00004,S00147,Display,2025-02-23,2025-03-09,15,14.81,True,False,Both,West,1355,165463.7
PR0000996,P00004,S00147,Price Discount,2025-05-31,2025-06-11,12,21.0,False,False,In-store,West,976,47569.4
PR0000997,P00004,S00147,Bundle,2025-06-24,2025-07-02,9,30.26,True,True,Both,West,1777,153682.78
PR0000998,P00004,S00147,Loyalty Offer,2025-11-12,2025-11-27,16,14.01,False,False,Both,West,644,169008.51
PR0000999,P00004,S00023,Coupon,2023-02-19,2023-03-01,11,18.14,True,False,Both,North,4426,30032.9
PR0001000,P00004,S00023,Buy One Get One,2023-04-11,2023-04-27,17,14.18,False,False,Digital,North,5264,89560.62
